"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"768","rayyan-902925440","Translating the Transcriptome: Sex Differences in the Mechanisms of Depression and Stress, Revisited",2022,1,1,"Biological Psychiatry","0006-3223 1873-2402 J9 - BIOL PSYCHIAT",91,1,"25-35","Rainville, J. R. and Lipuma, T. and Hodes, G. E.","",NA,NA,NA,"The past decade has produced a plethora of studies examining sex differences in the transcriptional profiles of stress and mood disorders. As we move forward from accepting the existence of extensive molecular sex differences in the brain to exploring the purpose of these sex differences, our approach must become more systemic and less reductionist. Earlier studies have examined specific brain regions and/or cell types. To use this knowledge to develop the next generation of personalized medicine, we need to comprehend how transcriptional changes across the brain and/or the body relate to each other. We provide an overview of the relationships between baseline and depression/ stress-related transcriptional sex differences and explore contributions of preclinically identified mechanisms and their impacts on behavior.","Times Cited in Web of Science Core Collection: 6 Total Times Cited: 6 Cited Reference Count: 145","10.1016/j.biopsych.2021.02.003","x-chromosome inactivation;allometric analysis;synaptic changes;gene-expression;social defeat;brain size;susceptibility;estrogen;females;masculinization;Transcriptome;Sex Characteristics",NA,NA
"769","rayyan-902925441","Analysis of Parent-of-Origin Effects on the X Chromosome in Asian and European Orofacial Cleft Triads Identifies Associations with DMD, FGF13, EGFL6, and Additional Loci at Xp22.2",2018,NA,NA,"Front Genet","1664-8021 (Print) 1664-8021",9,NA,"25","Skare, Ø and Lie, R. T. and Haaland Ø, A. and Gjerdevik, M. and Romanowska, J. and Gjessing, H. K. and Jugessur, A.","",NA,NA,NA,"Background: Although both the mother's and father's alleles are present in the offspring, they may not operate at the same level. These parent-of-origin (PoO) effects have not yet been explored on the X chromosome, which motivated us to develop new methods for detecting such effects. Orofacial clefts (OFCs) exhibit sex-specific differences in prevalence and are examples of traits where a search for various types of effects on the X chromosome might be relevant. Materials and Methods: We upgraded our R-package Haplin to enable genome-wide analyses of PoO effects, as well as power simulations for different statistical models. 14,486 X-chromosome SNPs in 1,291 Asian and 1,118 European case-parent triads of isolated OFCs were available from a previous GWAS. For each ethnicity, cleft lip with or without cleft palate (CL/P) and cleft palate only (CPO) were analyzed separately using two X-inactivation models and a sliding-window approach to haplotype analysis. In addition, we performed analyses restricted to female offspring. Results: Associations were identified in ""Dystrophin"" (DMD, Xp21.2-p21.1), ""Fibroblast growth factor 13"" (FGF13, Xq26.3-q27.1) and ""EGF-like domain multiple 6"" (EGFL6, Xp22.2), with biologically plausible links to OFCs. Unlike EGFL6, the other associations on chromosomal region Xp22.2 had no apparent connections to OFCs. However, the Xp22.2 region itself is of potential interest because it contains genes for clefting syndromes [for example, ""Oral-facial-digital syndrome 1"" (OFD1) and ""Midline 1"" (MID1)]. Overall, the identified associations were highly specific for ethnicity, cleft subtype and X-inactivation model, except for DMD in which associations were identified in both CPO and CL/P, in the model with X-inactivation and in Europeans only. Discussion/Conclusion: The specificity of the associations for ethnicity, cleft subtype and X-inactivation model underscores the utility of conducting subanalyses, despite the ensuing need to adjust for additional multiple testing. Further investigations are needed to confirm the associations with DMD, EGF16, and FGF13. Furthermore, chromosomal region Xp22.2 appears to be a hotspot for genes implicated in clefting syndromes and thus constitutes an exciting direction to pursue in future OFCs research. More generally, the new methods presented here are readily adaptable to the study of X-linked PoO effects in other outcomes that use a family-based design.","1664-8021 Skare, Øivind Lie, Rolv T Haaland, Øystein A Gjerdevik, Miriam Romanowska, Julia Gjessing, Håkon K Jugessur, Astanand Journal Article Switzerland 2018/03/10 Front Genet. 2018 Feb 22;9:25. doi: 10.3389/fgene.2018.00025. eCollection 2018.","10.3389/fgene.2018.00025","Gwas;Haplin;X chromosome;birth defects;case-parent triads;genetic epidemiology;orofacial clefts;parent-of-origin;X Chromosome",NA,NA
"770","rayyan-902925442","The female protective effect in autism spectrum disorder is not mediated by a single genetic locus",2015,NA,NA,"Mol Autism","2040-2392 (Print)",6,NA,"25","Gockley, J. and Willsey, A. J. and Dong, S. and Dougherty, J. D. and Constantino, J. N. and Sanders, S. J.","",NA,NA,NA,"BACKGROUND: A 4:1 male to female sex bias has consistently been observed in autism spectrum disorder (ASD). Epidemiological and genetic studies suggest a female protective effect (FPE) may account for part of this bias; however, the mechanism of such protection is unknown. Quantitative assessment of ASD symptoms using the Social Responsiveness Scale (SRS) shows a bimodal distribution unique to females in multiplex families. This leads to the hypothesis that a single, common genetic locus on chromosome X might mediate the FPE and produce the ASD sex bias. Such a locus would represent a major therapeutic target and is likely to have been missed by conventional genome-wide association study (GWAS) analysis. METHODS: To explore this possibility, we performed an association study in affected versus unaffected females, considering three tiers of single nucleotide polymorphisms (SNPs) as follows: 1) regions of chromosome X that escape X-inactivation, 2) all of chromosome X, and 3) genome-wide. RESULTS: No evidence of a SNP meeting the criteria for a single FPE locus was observed, despite the analysis being well powered to detect this effect. CONCLUSIONS: The results do not support the hypothesis that the FPE is mediated by a single genetic locus; however, this does not exclude the possibility of multiple genetic loci playing a role in the FPE.","2040-2392 Gockley, Jake Willsey, A Jeremy Dong, Shan Dougherty, Joseph D Constantino, John N Sanders, Stephan J P30 HD062171/HD/NICHD NIH HHS/United States R01 HD042541/HD/NICHD NIH HHS/United States Journal Article England 2015/05/15 Mol Autism. 2015 May 13;6:25. doi: 10.1186/s13229-015-0014-3. eCollection 2015.","10.1186/s13229-015-0014-3","Autism spectrum disorder;Female protective effect;Gwas;Sex bias;Child Development Disorders, Pervasive;Autistic Disorder",NA,NA
"771","rayyan-902925443","Sex-specific expression of gastrin-releasing peptide receptor: relationship to smoking history and risk of lung cancer",2000,1,5,"J Natl Cancer Inst","0027-8874 (Print) 0027-8874",92,1,"24-33","Shriver, S. P. and Bourdeau, H. A. and Gubish, C. T. and Tirpak, D. L. and Davis, A. L. and Luketich, J. D. and Siegfried, J. M.","",NA,NA,NA,"BACKGROUND: Activation of gastrin-releasing peptide receptor (GRPR) in human airways has been associated with a proliferative response of bronchial cells to gastrin-releasing peptide and with long-term tobacco use. The GRPR gene is located on the X chromosome and escapes X-chromosome inactivation, which occurs in females. Increasing evidence demonstrates that women are more susceptible than men to tobacco carcinogenesis. We hypothesized that the susceptibility of women to the effects of tobacco may be associated with airway expression of GRPR. METHODS: We analyzed GRPR messenger RNA (mRNA) expression in lung tissues and cultured airway cells from 78 individuals (40 males and 38 females) and in lung fibroblasts exposed to nicotine in vitro. Nicotinic acetylcholine receptors in airway cells were assayed by use of radioactively labeled nicotine and nicotine antagonists. A polymorphism in exon 2 of the GRPR gene was used to detect allele-specific GRPR mRNA expression in some individuals. Statistical tests were two-sided. RESULTS: GRPR mRNA expression was detected in airway cells and tissues of more female than male nonsmokers (55% versus 0%) and short-term smokers (1-25 pack-years [pack-years = number of packs of cigarettes smoked per day multiplied by the number of years of smoking]) (75% versus 20%) (P =.018 for nonsmoking and short-term smoking females versus nonsmoking and short-term smoking males). Female smokers exhibited expression of GRPR mRNA at a lower mean pack-year exposure than male smokers (37.4 pack-years versus 56.3 pack-years; P =.037). Lung fibroblasts and bronchial epithelial cells exhibited high-affinity, saturable nicotinic acetylcholine-binding sites. Expression of GRPR mRNA in lung fibroblasts was elevated following exposure to nicotine. CONCLUSIONS: Our results suggest that the GRPR gene is expressed more frequently in women than in men in the absence of smoking and that expression of this gene is activated earlier in women in response to tobacco exposure. The presence of two expressed copies of the GRPR gene in females may be a factor in the increased susceptibility of women to tobacco-induced lung cancer.","Shriver, S P Bourdeau, H A Gubish, C T Tirpak, D L Davis, A L Luketich, J D Siegfried, J M CA50694/CA/NCI NIH HHS/United States Journal Article Research Support, Non-U.S. Gov't Research Support, U.S. Gov't, P.H.S. United States 2000/01/06 J Natl Cancer Inst. 2000 Jan 5;92(1):24-33. doi: 10.1093/jnci/92.1.24.","10.1093/jnci/92.1.24","Adult;Aged;Cells, Cultured;Female;Fibroblasts/drug effects/metabolism;*Gene Expression Regulation, Neoplastic;Genotype;Humans;Lung/metabolism;Lung Neoplasms/*etiology/*metabolism;Male;Middle Aged;Nicotine/adverse effects/metabolism;Polymorphism, Genetic;RNA Probes;RNA, Messenger/analysis;RNA, Neoplasm/analysis;Receptors, Bombesin/genetics/*metabolism;Respiratory System/cytology/*metabolism;Reverse Transcriptase Polymerase Chain Reaction;Risk;Sex Factors;Smoking/*adverse effects/metabolism;Lung Neoplasms;Gastrins;Smoke;Lung;C-Peptide",NA,NA
"772","rayyan-902925444","Nonhormonal explanations for sex discrepancy in human illness: Annals of the New York Academy of Sciences",2010,NA,NA,"","1749-6632 0077-8923 9781573317696",1193,NA,"22-24","Lockshin, M. D.","https://www.embase.com/search/results?subaction=viewrecord&id=L358684155&from=exporthttp://dx.doi.org/10.1111/j.1749-6632.2009.05293.x",NA,NA,NA,"Autoimmune illnesses have sex ratios that range from 10:1 female predominant to 1:3 male predominant. Potential genetic/chromosomal explanations include differences in X and Y chromosome genes, mutations or deletions of sex chromosomes, skewed inactivation of X chromosome genes, and gene imprinting. The latter may reflect epigenetic environmentally induced differences between the sexes. In addition, environmental exposure differences may explain sex differences in disease incidence. Pregnancy adds its own set of differences that may change susceptibility to autoimmune illnesses. Biological sex differences in immune function, especially those induced by sex hormones, are less likely explanations of sex differences. © 2010 New York Academy of Sciences.","L358684155 2010-04-30 2010-05-27","10.1111/j.1749-6632.2009.05293.x","estrogen;interleukin 1 receptor associated kinase 1;interleukin 13 receptor alpha2;sex hormone;toll like receptor 7;allergy;ankylosing spondylitis;autoimmune disease;autoimmune hemolytic anemia;conference paper;Crohn disease;disease predisposition;DNA methylation;environmental exposure;epigenetics;genetic risk;genome imprinting;Goodpasture syndrome;Graves disease;Hashimoto disease;human;immune response;immunization;infection;microchimerism;morbidity;pregnancy;primary biliary cirrhosis;rheumatoid arthritis;scleroderma;sex chromosome;sex difference;sex ratio;Sjoegren syndrome;systemic lupus erythematosus;thrombocytopenic purpura;X chromosome;X chromosome inactivation;Y chromosome;Humanities;Humanism;Humans",NA,NA
"773","rayyan-902925445","X chromosome inactivation and autoimmunity",2010,8,NA,"Clin Rev Allergy Immunol","1080-0549",39,1,"20-29","Brooks, W. H.","",NA,NA,NA,"Autoimmune diseases appear to have multiple contributing factors including genetics, epigenetics, environmental factors, and aging. The predominance of females among patients with autoimmune diseases suggests possible involvement of the X chromosome and X chromosome inactivation. X chromosome inactivation is an epigenetic event resulting in multiple levels of control for modulation of the expression of X-linked genes in normal female cells such that there remains only one active X chromosome in the cell. The extent of this control is unique among the chromosomes and has the potential for problems when regulation is disrupted. Here we discuss the X chromosome inactivation process and how the X chromosome and X chromosome inactivation may be involved in development of autoimmune disorders.","1559-0267 Brooks, Wesley H Journal Article Review United States 2009/08/05 Clin Rev Allergy Immunol. 2010 Aug;39(1):20-9. doi: 10.1007/s12016-009-8167-5.","10.1007/s12016-009-8167-5","Animals;Autoimmune Diseases/*genetics/immunology/metabolism;*Chromosomes, Human, X/immunology;DNA Methylation;Disease Susceptibility;Female;Gene Silencing/immunology;Granulomatous Disease, Chronic/genetics;Humans;Hydrolases/immunology/metabolism;Protein-Arginine Deiminase Type 4;Sex Chromosome Disorders/*genetics/immunology/metabolism;Sex Factors;Signal Transduction/immunology;Spermine/immunology;*X Chromosome Inactivation;X Chromosome",NA,NA
"774","rayyan-902925446","Height discordance in monozygotic females is not attributable to discordant inactivation of X-linked stature determining genes",2001,2,NA,"Twin Res","1369-0523 (Print) 1369-0523",4,1,"19-24","Healey, S. C. and Kirk, K. M. and Hyland, V. J. and Munns, C. F. and Henders, A. K. and Batch, J. A. and Heath, A. C. and Martin, N. G. and Glass, I. A.","",NA,NA,NA,"We tested the hypothesis that X-linked genes determining stature which are subject to skewed or non-random X-inactivation can account for discordance in height in monozygotic female twins. Height discordant female monozygotic adult twins (20 pairs) were identified from the Australian Twin Registry, employing the selection criteria of proven monozygosity and a measured height discordance of at least 5 cm. Differential X-inactivation was examined in genomic DNA extracted from peripheral lymphocytes by estimating differential methylation of alleles at the polymorphic CAG triplet repeat of the Androgen receptor gene (XAR). There were 17/20 MZ pairs heterozygous at this locus and informative for analysis. Of these, 10/17 both had random X-inactivation, 5/17 showed identical X-inactivation patterns of non random inactivation and 2/17 (12%) showed discordant X-inactivation. There was no relationship between inactivation patterns and self-report chorionicity. We conclude that non-random X-inactivation does not appear to be a major contributor to intra-pair height discordance in female MZ twins.","Healey, S C Kirk, K M Hyland, V J Munns, C F Henders, A K Batch, J A Heath, A C Martin, N G Glass, I A Journal Article Australia 2001/10/23 Twin Res. 2001 Feb;4(1):19-24. doi: 10.1375/1369052012100.","10.1375/1369052012100","Adult;Body Height/*genetics;Cohort Studies;Deoxyribonuclease HpaII;*Dosage Compensation, Genetic;Female;Genetic Linkage/*genetics;Humans;Polymerase Chain Reaction;*Registries;Sex Factors;Trinucleotide Repeats/genetics;Twin Studies as Topic;Twins, Monozygotic/*genetics",NA,NA
"775","rayyan-902925447","Mitochondrial maintenance failure in aging and role of sexual dimorphism",2015,NA,NA,"Archives of Biochemistry and Biophysics","1096-0384 0003-9861",576,NA,"17-31","Tower, J.","https://www.embase.com/search/results?subaction=viewrecord&id=L600428942&from=exporthttp://dx.doi.org/10.1016/j.abb.2014.10.008",NA,NA,NA,"Abstract Gene expression changes during aging are partly conserved across species, and suggest that oxidative stress, inflammation and proteotoxicity result from mitochondrial malfunction and abnormal mitochondrial-nuclear signaling. Mitochondrial maintenance failure may result from trade-offs between mitochondrial turnover versus growth and reproduction, sexual antagonistic pleiotropy and genetic conflicts resulting from uni-parental mitochondrial transmission, as well as mitochondrial and nuclear mutations and loss of epigenetic regulation. Aging phenotypes and interventions are often sex-specific, indicating that both male and female sexual differentiation promote mitochondrial failure and aging. Studies in mammals and invertebrates implicate autophagy, apoptosis, AKT, PARP, p53 and FOXO in mediating sex-specific differences in stress resistance and aging. The data support a model where the genes Sxl in Drosophila, sdc-2 in Caenorhabditis elegans, and Xist in mammals regulate mitochondrial maintenance across generations and in aging. Several interventions that increase life span cause a mitochondrial unfolded protein response (UPRmt), and UPRmt is also observed during normal aging, indicating hormesis. The UPRmt may increase life span by stimulating mitochondrial turnover through autophagy, and/or by inhibiting the production of hormones and toxic metabolites. The data suggest that metazoan life span interventions may act through a common hormesis mechanism involving liver UPRmt, mitochondrial maintenance and sexual differentiation.","L600428942 2014-11-19 2015-06-19","10.1016/j.abb.2014.10.008","estrogen;nicotinamide adenine dinucleotide adenosine diphosphate ribosyltransferase;protein kinase B;protein p53;testosterone;transcription factor FOXO;age;aging;apoptosis;article;autophagy;cell function;cell interaction;cell structure;chromatin;disorders of mitochondrial functions;epigenetics;gene expression;gene mutation;general aspects of disease;human;lifespan;mammal cell;mitochondrial dynamics;mitochondrial maintenance failure;mitochondrion;nonhuman;pleiotropy;priority journal;sex chromosome;sex difference;sex differentiation;physiological stress;unfolded protein response;X chromosome inactivation",NA,NA
"776","rayyan-902925448","Disruption of imprinted X inactivation by parent-of-origin effects at Tsix",2000,9,29,"Cell","0092-8674 (Print) 0092-8674",103,1,"17-27","Lee, J. T.","",NA,NA,NA,"In marsupials and in extraembryonic tissues of placental mammals, X inactivation is imprinted to occur on the paternal chromosome. Here, we find that imprinting is controlled by the antisense Xist gene, Tsix. Tsix is maternally expressed and mice carrying a Tsix deletion show normal paternal but impaired maternal transmission. Maternal inheritance occurs infrequently, with surviving progeny showing intrauterine growth retardation and reduced fertility. Transmission ratio distortion results from disrupted imprinting and postimplantation loss of mutant embryos. In contrast to effects in embryonic stem cells, deleting Tsix causes ectopic X inactivation in early male embryos and inactivation of both X chromosomes in female embryos, indicating that X chromosome counting cannot override Tsix imprinting. These results highlight differences between imprinted and random X inactivation but show that Tsix regulates both. We propose that an imprinting center lies within Tsix.","Lee, J T R01-GM58839/GM/NIGMS NIH HHS/United States Journal Article Research Support, Non-U.S. Gov't Research Support, U.S. Gov't, P.H.S. United States 2000/10/29 Cell. 2000 Sep 29;103(1):17-27. doi: 10.1016/s0092-8674(00)00101-x.","10.1016/s0092-8674(00)00101-x","Animals;Antisense Elements (Genetics)/genetics;Blastocyst/metabolism;Codon, Nonsense/genetics;*Dosage Compensation, Genetic;Embryonic Development/genetics;Female;Gene Deletion;Gene Expression Regulation, Developmental/genetics;Genes, Lethal/genetics;Genes, rRNA/genetics;Genomic Imprinting/genetics;Germ-Line Mutation/genetics;Mice;Mice, Mutant Strains/genetics;Pregnancy;RNA, Long Noncoding;RNA, Untranslated/*genetics;Sex Factors;Transcription Factors/*genetics",NA,NA
"777","rayyan-902925449","Exploring Uncharted Territory: Genetically Determined Sex Differences in Parkinson's Disease",2021,NA,NA,"Annals of Neurology","1531-8249 0364-5134",90,1,"15-18","Klein, C. and König, I. R.","https://www.embase.com/search/results?subaction=viewrecord&id=L2011508351&from=exporthttp://dx.doi.org/10.1002/ana.26091",NA,NA,NA,"","L2011508351 2021-05-19 2021-06-28","10.1002/ana.26091","60S ribosomal protein L10;brain size;chromosome variant;controlled study;environmental factor;female;genetic risk;genotype environment interaction;heredity;human;male;note;Parkinson disease;parkinsonism;putamen;ribosome;sex difference;sex ratio;single nucleotide polymorphism;systematic review;X chromosome;X chromosome inactivation;Y chromosome;Sex Characteristics;Parkinson Disease",NA,NA
"778","rayyan-902925450","The H3K27me3 demethylase UTX is a gender-specific tumor suppressor in T-cell acute lymphoblastic leukemia",2015,1,1,"Blood","0006-4971 (Print) 0006-4971",125,1,"13-21","Van der Meulen, J. and Sanghvi, V. and Mavrakis, K. and Durinck, K. and Fang, F. and Matthijssens, F. and Rondou, P. and Rosen, M. and Pieters, T. and Vandenberghe, P. and Delabesse, E. and Lammens, T. and De Moerloose, B. and Menten, B. and Van Roy, N. and Verhasselt, B. and Poppe, B. and Benoit, Y. and Taghon, T. and Melnick, A. M. and Speleman, F. and Wendel, H. G. and Van Vlierberghe, P.","",NA,NA,NA,"T-cell acute lymphoblastic leukemia (T-ALL) is an aggressive form of leukemia that is mainly diagnosed in children and shows a skewed gender distribution toward males. In this study, we report somatic loss-of-function mutations in the X-linked histone H3K27me3 demethylase ubiquitously transcribed X (UTX) chromosome, in human T-ALL. Interestingly, UTX mutations were exclusively present in male T-ALL patients and allelic expression analysis revealed that UTX escapes X-inactivation in female T-ALL lymphoblasts and normal T cells. Notably, we demonstrate in vitro and in vivo that the H3K27me3 demethylase UTX functions as a bona fide tumor suppressor in T-ALL. Moreover, T-ALL driven by UTX inactivation exhibits collateral sensitivity to pharmacologic H3K27me3 inhibition. All together, our results show how a gender-specific and therapeutically relevant defect in balancing H3K27 methylation contributes to T-cell leukemogenesis.","1528-0020 Van der Meulen, Joni Sanghvi, Viraj Mavrakis, Konstantinos Durinck, Kaat Fang, Fang Matthijssens, Filip Rondou, Pieter Rosen, Monica Pieters, Tim Vandenberghe, Peter Delabesse, Eric Lammens, Tim De Moerloose, Barbara Menten, Björn Van Roy, Nadine Verhasselt, Bruno Poppe, Bruce Benoit, Yves Taghon, Tom Melnick, Ari M Speleman, Frank Wendel, Hans-Guido Van Vlierberghe, Pieter R01 CA142798/CA/NCI NIH HHS/United States U01 CA105492/CA/NCI NIH HHS/United States U01CA105492-08/CA/NCI NIH HHS/United States R01-CA142798-01/CA/NCI NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't United States 2014/10/17 Blood. 2015 Jan 1;125(1):13-21. doi: 10.1182/blood-2014-05-577270. Epub 2014 Oct 15.","10.1182/blood-2014-05-577270","Alleles;Animals;Cell Line, Tumor;Cell Survival;Cohort Studies;DNA Methylation;Epigenesis, Genetic;Female;*Gene Expression Regulation, Leukemic;Histone Demethylases/*genetics/*metabolism;Histones/chemistry;Humans;Immunophenotyping;Interleukins/metabolism;Male;Mice;Mutation;Nuclear Proteins/*genetics/*metabolism;Polymorphism, Single Nucleotide;Precursor T-Cell Lymphoblastic Leukemia-Lymphoma/genetics/*metabolism;Real-Time Polymerase Chain Reaction;Sex Factors;T-Lymphocytes/cytology;Oxidoreductases, O-Demethylating;Oxidoreductases, N-Demethylating",NA,NA
"779","rayyan-902925451","Sex bias in paediatric autoimmune disease - Not just about sex hormones?",2016,NA,NA,"Journal of Autoimmunity","1095-9157 0896-8411",69,NA,"12-23","Chiaroni-Clarke, R. C. and Munro, J. E. and Ellis, J. A.","https://www.embase.com/search/results?subaction=viewrecord&id=L608922858&from=exporthttp://dx.doi.org/10.1016/j.jaut.2016.02.011",NA,NA,NA,"Autoimmune diseases affect up to 10% of the world's population, and approximately 80% of those affected are female. The majority of autoimmune diseases occur more commonly in females, although some are more frequent in males, while others show no bias by sex. The mechanisms leading to sex biased disease prevalence are not well understood. However, for adult-onset autoimmune disease, at least some of the cause is usually ascribed to sex hormones. This is because levels of sex hormones are one of the most obvious physiological differences between adult males and females, and their impact on immune system function is well recognised. While for paediatric-onset autoimmune diseases a sex bias is not as common, there are several such diseases for which one sex predominates. For example, the oligoarticular subtype of juvenile idiopathic arthritis (JIA) occurs in approximately three times more girls than boys, with a peak age of onset well before the onset of puberty, and at a time when levels of androgen and oestrogen are low and not strikingly different between the sexes. Here, we review potential explanations for autoimmune disease sex bias with a particular focus on paediatric autoimmune disease, and biological mechanisms outside of sex hormone differences.","L608922858 2016-04-21 2016-05-05","10.1016/j.jaut.2016.02.011","sex hormone;autoimmune disease;childhood disease;epigenetics;gender bias;genetic risk;genetics;human;immune response;priority journal;review;sexually dimorphic immune response;X chromosome;X chromosome inactivation;Y chromosome;Autoimmune Diseases;Bias (Epidemiology);Autoimmunity",NA,NA
"780","rayyan-902925452","Using mouse models to investigate sex-linked genetic effects on brain, behaviour and vulnerability to neuropsychiatric disorders",2013,NA,NA,"Brain Research Bulletin","0361-9230 1873-2747",92,NA,"12-20","Davies, W.","https://www.embase.com/search/results?subaction=viewrecord&id=L51542452&from=exporthttp://dx.doi.org/10.1016/j.brainresbull.2011.06.018",NA,NA,NA,"Many brain and behavioural phenotypes in humans exhibit some degree of sexual dimorphism. Moreover, there are large and replicable differences in the vulnerability of the two sexes to a wide range of common brain disorders. Ultimately, sex differences in healthy individuals, or in pathological states, must arise as a consequence of the differential complement of sex-linked genes in males and females. These genes may act indirectly (for example through influencing gonadal hormone secretion), or directly, to influence brain development and function. In this review, I discuss how genetically tractable mouse models may be employed to inform our knowledge of the molecular basis of sexual differentiation of the mammalian brain, and how such models may therefore represent a useful tool through which to identify risk factors predisposing to sex-biased neuropsychiatric disorders. © 2011 Elsevier Inc.","L51542452 2011-07-29 2013-04-04","10.1016/j.brainresbull.2011.06.018","catechol methyltransferase;animal behavior;behavior disorder;brain function;disease model;gene function;genetic association;genotype;haploinsufficiency;human;mental disease;mouse mutant;neurologic disease;nonhuman;priority journal;review;sex difference;sex differentiation;X chromosome;X chromosome inactivation;Y chromosome;Brain;Mice",NA,NA
"781","rayyan-902925453","Regulatory RNAs and chromatin modification in dosage compensation: a continuous path from flies to humans?",2008,3,20,"Reprod Biol Endocrinol","1477-7827",6,NA,"12","Angelopoulou, R. and Lavranos, G. and Manolakou, P.","",NA,NA,NA,"Chromosomal sex determination is a widely distributed strategy in nature. In the most classic scenario, one sex is characterized by a homologue pair of sex chromosomes, while the other includes two morphologically and functionally distinct gonosomes. In mammalian diploid cells, the female is characterized by the presence of two identical X chromosomes, while the male features an XY pair, with the Y bearing the major genetic determinant of sex, i.e. the SRY gene. In other species, such as the fruitfly, sex is determined by the ratio of autosomes to X chromosomes. Regardless of the exact mechanism, however, all these animals would exhibit a sex-specific gene expression inequality, due to the different number of X chromosomes, a phenomenon inhibited by a series of genetic and epigenetic regulatory events described as ""dosage compensation"". Since adequate available data is currently restricted to worms, flies and mammals, while for other groups of animals, such as reptiles, fish and birds it is very limited, it is not yet clear whether this is an evolutionary conserved mechanism. However certain striking similarities have already been observed among evolutionary distant species, such as Drosophila melanogaster and Mus musculus. These mainly refer to a) the need for a counting mechanism, to determine the chromosomal content of the cell, i.e. the ratio of autosomes to gonosomes (a process well understood in flies, but still hypothesized in mammals), b) the implication of non-translated, sex-specific, regulatory RNAs (roX and Xist, respectively) as key elements in this process and the location of similar mediators in the Z chromosome of chicken c) the inclusion of a chromatin modification epigenetic final step, which ensures that gene expression remains stably regulated throughout the affected area of the gonosome. This review summarizes these points and proposes a possible role for comparative genetics, as they seem to constitute proof of maintained cell economy (by using the same basic regulatory elements in various different scenarios) throughout numerous centuries of evolutionary history.","1477-7827 Angelopoulou, Roxani Lavranos, Giagkos Manolakou, Panagiota Journal Article Research Support, Non-U.S. Gov't Review England 2008/03/22 Reprod Biol Endocrinol. 2008 Mar 20;6:12. doi: 10.1186/1477-7827-6-12.","10.1186/1477-7827-6-12","Animals;*Biological Evolution;Diptera/*genetics;*Dosage Compensation, Genetic;Drosophila melanogaster/genetics;Gene Silencing;Hominidae/*genetics;Humans;Mammals/genetics;Mice/genetics;RNA/*physiology;*Sex Determination Processes;X Chromosome Inactivation;Humanities;Humanism",NA,NA
"782","rayyan-902925454","Review: Sexual dimorphism in the formation, function and adaptation of the placenta",2017,6,NA,"Placenta","0143-4004 1532-3102 J9 - PLACENTA",54,NA,"10-16","Kalisch-Smith, J. I. and Simmons, D. G. and Dickinson, H. and Moritz, K. M.","",NA,NA,NA,"Exposure of the embryo or fetus to perturbations in utero can result in intrauterine growth restriction, a primary risk factor for the development of adult disease. However, despite similar exposures, males and females often have altered disease susceptibility or progression from different stages of life. Fetal growth is largely mediated by the placenta, which, like the fetus is genetically XX or XY. The placenta and its associated trophoblast lineages originate from the trophectoderm (TE) of the early embryo. Rodent models (rat, mouse, spiny mouse), have been used extensively to examine placenta development and these have demonstrated the growth trajectory of the placenta in females is generally slower compared to males, and also shows altered adaptive responses to stressful environments. These placental adaptations are likely to depend on the type of stressor, duration, severity and the window of exposure during development. Here we describe the divergent developmental pathways between the male and female placenta contributing to altered differentiation of the TE derived trophoblast subtypes, placental growth, and formation of the placental architecture. Our focus is primarily genetic or environmental perturbations in rodent models which show altered placental responsiveness between sexes. We suggest that perturbations during early placental development may have greater impact on viability and growth of the female fetus whilst those occurring later in gestation may preferentially affect the male fetus. This may be of great relevance to human pregnancies which result from assisted reproductive technologies or complications such as pre-eclampsia and diabetes. (C) 2016 Elsevier Ltd. All rights reserved.","Times Cited in Web of Science Core Collection: 80 Total Times Cited: 83 Cited Reference Count: 74","10.1016/j.placenta.2016.12.008","Sex;Development;Fetus;Trophoblast;Pregnancy;Programming;Placenta",NA,NA
